The Colour Out of Space,Fiction_Horror_Science Fiction_H. P. Lovecraft_Arthur C.  Clarke_Isaac  Asimov_Ray  Bradbury_Jack  London_James  Blish_L. Sprague  de Camp_A.E.  van Vogt_Jack  Vance_Fletcher  Pratt_Damon  Knight_Murray  Leinster_Richard  Matheson_Eric Frank  Russell_Theodore  Sturgeon_John D.  MacDonald_Lewis  Padgett_Wyman  Guin_Lester  del Rey_Raymond F.  Jones_Alan E.  Nourse_Fredric  Brown_A.J.  Deutsch_Anthony  Boucher_William  Tenn_Paul  Ernst_David H.  Keller_Katherine  MacLean_John  Leimert_B.F.  Ruby_Will H.  Gray_David  Grinnell_Mark  Clifton_Ross  Rocklynne_Ann  Griffith_R.R.  Winterbotham_Ralph  Williams_Chester S.  Geier_W.  Hilton-Young_André  Maurois_Ralph  Robin_H.B.  Fyfe_Robert  Abernathy_Peter  Phillips_Bram  Stoker_Edgar Allan  Poe_Ambrose  Bierce_Henry  James_Algernon  Blackwood_Robert W.  Chambers_Arthur  Machen_Walter  de la Mare_M.P.  Shiel,"An intense fireball_ a burst of light_ a smoking crater_ and Nahum Gardner had a meteorite buried in his backyard.  Fortunately_ it didn't hit the well_ but landed a few feet away.  At first_ the meteorite drew much attention -- neighbors_ sightseers_ the professors from Miskatonic University -- and Gardner was proud of his fame.

But there was the matter of the strange color given off by the meteorite; a color never before seen on earth.  Later there were changes in the flora and fauna around the farm.  Animal footprints that looked eerily off-kilter in some barely definable way_ trees swaying in the absence of wind_ and the odd quality of the well-water soon after.  Something definitely was not right...

Reprinted in:

Amazing Stories_ Vol. 2_ No. 6 (September 1927)_ 557-67.
The Best of H.P. Lovecraft: Bloodcurdling Tales of Horror and the Macabre_ New York: Ballantine Books_ 1982_ 185-206.
The Dunwich Horror and Others_ Ed. S.T. Joshi. Sauk City_ WI: Arkham House_ 1984_ 53-82.
The Annotated H.P. Lovecraft_ Ed. S.T. Joshi. New York_ NJ: Dell Publishing_ 1997_ 58-100.
Tales of H.P. Lovecraft_ Ed. Joyce Carol Oates. Hopewell_ NJ: The Ecco Press_ 1997_ 77-100.
The Call of Cthulhu and Other Weird Stories_ New York: Penguin Books_ 1999_ 170-99.
H.P. Lovecraft: Tales. New York_ NY: The Library of America_ 2005_ 340-69.",,,,,
The Head Hunters,Fiction_Adventure_Survival_Arthur C.  Clarke_H. P. Lovecraft_Isaac  Asimov_Ray  Bradbury_Jack  London_James  Blish_L. Sprague  de Camp_A.E.  van Vogt_Jack  Vance_Fletcher  Pratt_Damon  Knight_Murray  Leinster_Richard  Matheson_Eric Frank  Russell_Theodore  Sturgeon_John D.  MacDonald_Lewis  Padgett_Wyman  Guin_Lester  del Rey_Raymond F.  Jones_Alan E.  Nourse_Fredric  Brown_A.J.  Deutsch_Anthony  Boucher_William  Tenn_Paul  Ernst_David H.  Keller_Katherine  MacLean_John  Leimert_B.F.  Ruby_Will H.  Gray_David  Grinnell_Mark  Clifton_Ross  Rocklynne_Ann  Griffith_R.R.  Winterbotham_Ralph  Williams_Chester S.  Geier_W.  Hilton-Young_André  Maurois_Ralph  Robin_H.B.  Fyfe_Robert  Abernathy_Peter  Phillips,"When the half-starved_ terrified man stumbled into their camp late one night_ the famous hunter Neely and his guide Halverson shrug off his stories of a furry looking bear-like creature that put him and his friend in a cage_ murdered his friend_ and attempted to hunt him down.

The next morning_ Neely and Halverson decide that perhaps his story isn't so insane -- perhaps there is a bear-like monster in the woods waiting to be hunted and killed.  Something like that would sit well on Neely's wall_ stuffed and mounted as proof for the world to see...

In a nearby cave_ Snrr grumbles as he contemplates how to recapture the annoying creature that so deftly escaped him.  A hunt is in order_ for the creature's head would be an excellent trophy_ stuffed and mounted for everyone back home to see...",,,,,
The Star Dummy,Fiction_Science Fiction_Alien Beings_Interspecies Relations_Arthur C.  Clarke_H. P. Lovecraft_Isaac  Asimov_Ray  Bradbury_Jack  London_James  Blish_L. Sprague  de Camp_A.E.  van Vogt_Jack  Vance_Fletcher  Pratt_Damon  Knight_Murray  Leinster_Richard  Matheson_Eric Frank  Russell_Theodore  Sturgeon_John D.  MacDonald_Lewis  Padgett_Wyman  Guin_Lester  del Rey_Raymond F.  Jones_Alan E.  Nourse_Fredric  Brown_A.J.  Deutsch_Anthony  Boucher_William  Tenn_Paul  Ernst_David H.  Keller_Katherine  MacLean_John  Leimert_B.F.  Ruby_Will H.  Gray_David  Grinnell_Mark  Clifton_Ross  Rocklynne_Ann  Griffith_R.R.  Winterbotham_Ralph  Williams_Chester S.  Geier_W.  Hilton-Young_André  Maurois_Ralph  Robin_H.B.  Fyfe_Robert  Abernathy_Peter  Phillips,"Paul Peters_ ventriloquist by trade_ is going insane. His wooden dummy speaks to him_ mocks him_ insults him_ and coldly watches him at night while he suffers to get simple_ restful sleep. He knows he's going crazy_ his psychoanalyst knows it_ but there's nothing he can do. It's talking to him.

Therefore_ he is less surprised than most when_ on a routine trip to the zoo for a little creative thinking_ he hears about a freakish_ animal-like creature in the wombat cage. There it sits_ making diagrams on the floor as the wombats watch in abject terror.

Paul believes his wooden dummy speaks to him. His belief in the impossible enables him to make a connection with the creature when all others fail. What he learns will help him_ help the creature he has made contact with_ and forge a bond of friendship between two species across worlds.

First published in Fantastic_ Fall 1952.",,,,,
"All the Stars in the Sky: The Santa Fe Trail Diary of Florrie Mack Ryder, The Santa Fe Trail, 1848",Fiction_Children & Young Adult_Historical Fiction_United States and Canada_Pioneers/westward Movement,Starting their journey from their home in Missouri_ Florrie Ryder and her family are headed towards the promise of a new life in Santa Fe. As they cross the Great Plains of the midwestern prairie_ fording rivers and climbing mountains_ the Ryders encounter endless hardship as they undertake this great adventure.,,,,,
"West to a Land of Plenty: The Diary of Teresa Angelino Viscardi, New York to Idaho Territory, 1883",Fiction_Children & Young Adult_Historical Fiction_United States and Canada_Pioneers/westward Movement,An Italian family's quest for land and a new life takes them across America to a utopian community.,,,,,
"When Will This Cruel War Be Over?: The Civil War Diary of Emma Simpson, Gordonsville, Virginia, 1864",Fiction_Children & Young Adult_Historical Fiction_United States and Canada_Civil War And Slavery,A Confederate girl growing up in the South during the Civil War reveals the hardships of southern life as the war tore her family and the nation apart.,,,,,
"For This Land: Meg's Prairie Diary, Book Two",Fiction_Children & Young Adult_Historical Fiction_United States and Canada_Pioneers/westward Movement,In Kate McMullan's second book of Meg's Prairie Diary_ Meg's family is reunited on the prairie. Their new life is soon jeopardized by not only the struggle against slavery and those who would have Kansas be a slave state_ but also a devastating fire that threatens to destroy their home. But Meg's strong spirit helps her overcome the hardships of life on the prairie. Kate McMullan has once again made Meg a brave and sweet character girls will love.,,,,,
"A Fine Start: Meg's Prairie Diary, Book Three",Fiction_Children & Young Adult_Historical Fiction_United States and Canada_Pioneers/westward Movement,Meg continues to describe the daily realities on the prairie as she and her family make their lives in Kansas. Throughout these times of difficulty and joy_ Meg is always courageous and thoughtful.,,,,,
Gauntlet,Fiction_Science Fiction_Adventure_Space Opera_Shared Worlds,"Long before he took command of the Starship Enterprise_ Captain Jean-Luc Picard led another proud vessel through the uncharted regions of the galaxy: the U.S.S. Stargazer. Thrust unexpectedly into the center seat_ the twenty-eight-year-old Picard must live up to the challenges of starship command - and a crew that hasn't yet learned to trust him. 

The pirate known as the White Wolf has been wreaking havoc across several sectors_ and the inexperienced Picard has been given the assignment to stop him. Surprised at getting such a challenge_ Picard soon learns that he is expected to fail in his duty and have his captaincy disgraced before it can even begin. 

Given an untested crew and an impossible mission_ Picard must beat the odds and apprehend the White Wolf - but the pirate keeps a shocking secret that leaves Picard to make a deadly decision.",,,,,
Captain Nemo: The Fantastic History of a Dark Genius,Fiction_Adventure_Male Romance_General Fiction_Literary Fiction/classics_Footnote Fiction,"Captain Nemo is the fictional life story of one of Jules Verne's most memorable characters_ Captain Nemo from 20_000 Leagues Under the Sea and The Mysterious Island. It covers his boyhood friendship with the dreamer_ Jules Verne_ adventures aboard sailing ships_ battles with pirates_ and survival on a mysterious deserted island. Each time he returns home to his beloved France_ Captain Nemo shares the tales of his exploits with the struggling writer Verne.

We follow Nemo's exploration of hidden caverns that lead to the center of the earth_ travels across darkest Africa in a hydrogen balloon_ and his imprisonment by an evil Ottoman caliph who commands the dark genius to construct a sub- marine boat_ the Nautilus_ in order to attach merchant ships that venture through the newly completed Suez Canal.

A swashbuckling adventure full of historical detail_ imagination_ and sense-of-wonder_ Captain Nemo is a novel for readers of all ages_ written in the spirit of Alexandre Dumas_ Robert Louis Stevenson...and_ of course_ Jules Verne.

Because this novel is so different from the epic science fiction for which Kevin is best known_ this book has been published under the writing name ""K.J. Anderson"" -- still obviously the same writer_ but a signal that this book is something different.",,,,,
Border Life,Fiction_Western_Singular Woman_General Fiction,"Sheila accepted her lonely life. Working her ranch was a 24/7 job. Unable to depend on her drunken ranch hand_ she didn't know what she was going to do. Then she met Hank broke down beside the road.
Trouble came across the border shortly after she met Hank. Little did Sheila know she would soon be fighting for her life.",,,,,
